12.61,12.403,12.337,12.291,12.24,12.172,12.163,12.282,12.345,12.249,12.073,12.048,12.031,11.983,11.984,12.032,12.148,12.343,12.561,12.556,12.451,12.309,12.199,12.054,12.084,12.023,11.839,11.516,11.144,10.841,10.502,10.253,10.104,9.9232,9.7912,9.6033,9.3626,9.1647,9.0775,9.1009,9.1252,9.1492,9.2064,9.3654,9.5312,9.6246,9.7152,9.825,9.8387,9.9535,10.268,10.814,11.386,11.802,12.156,12.403,12.593,12.904,13.225,13.593,14.036,14.552,14.967,15.241,15.646,15.9,16.185,16.556,16.979,17.398,18.13,19.067,20.38,21.687,22.581,22.992,23.066,23.019,23.077,23.163,23.269,23.402,23.476,23.54,23.735,23.855,24.129,24.91,25.334,25.701,26.159,26.457,26.923,27.772,28.844,30.234,31.495,32.216,32.743,33.154,33.313,33.596,33.471,33.306,33.126,32.908,32.9,32.772,32.585,32.406,32.27,32.035,31.909,31.854,31.662,31.548,31.347,31.102,31.029,30.918,30.971,30.979,30.826,30.516,30.167,29.314,28.945,28.758,28.586,28.444,28.075,27.665,27.013,26.182,25.365,24.564,23.985,23.397,22.807,22.124,21.479,20.841,20.206,19.835,19.481,18.868,18.183,17.852,17.511,17.137,16.843,16.62,16.448,16.301,16.187,16.04,16.008,15.929,15.759,15.668,15.571,15.55,15.571,15.765,16.065,16.406,16.808,16.885,16.817,16.753,16.647,16.371,16.086,15.858,15.778,15.794,16.017,16.308,16.591,16.82,17.032,17.196,17.275,17.3,17.2,16.975,16.841,16.699,16.618,16.54,16.362,16.387,16.542,16.73,17.036,17.505,17.993,18.584,18.819,18.93,18.899,18.867,18.762,18.775,18.838,18.959,19.431,19.868,20.21,20.63,20.888,21.229,21.633,22.003,22.332,22.659,22.838,22.98,23.185,23.49,23.832,24.138,24.41,24.773,25.214,25.522,25.94,26.259,26.544,26.778,27.003,27.438,27.935,27.849,26.203,23.947,21.224,17.217,13.726,10.948,8.8447,7.3096,6.1728,5.4826,4.7843,3.9437,3.2168,2.743,2.4315,2.1984,2.0282,1.9358,1.9326,1.9587,1.9865,2.0392,2.1477,2.3068,2.4725,2.6529,2.8067,3.0358,3.3153,3.5347,3.7541,3.9566,4.1655,4.3569,4.5002,4.5945,4.7094,4.9548,5.4096,6.265,7.7893,10.303,13.233,16.993,21.554,24.531,25.956,27.277,28.769,31.054,32.54,32.937,33.484,33.8,34.141,34.61,35.007,35.255,35.698,36.067,36.332,36.766
12.015,11.829,11.78,11.747,11.698,11.619,11.61,11.731,11.816,11.737,11.6,11.611,11.636,11.594,11.598,11.672,11.799,12.023,12.245,12.249,12.161,12.041,11.968,11.875,11.985,11.992,11.876,11.625,11.294,11.018,10.691,10.45,10.308,10.126,9.996,9.8039,9.5573,9.3469,9.2507,9.2475,9.2566,9.2641,9.3205,9.4832,9.6515,9.741,9.8259,9.9281,9.9325,10.036,10.342,10.869,11.433,11.85,12.215,12.483,12.686,13.017,13.351,13.734,14.19,14.718,15.137,15.415,15.828,16.092,16.382,16.766,17.192,17.608,18.336,19.281,20.624,21.946,22.831,23.224,23.297,23.25,23.299,23.336,23.405,23.513,23.58,23.631,23.808,23.929,24.214,24.996,25.42,25.785,26.233,26.496,26.959,27.802,28.879,30.25,31.485,32.21,32.751,33.17,33.287,33.525,33.396,33.193,32.934,32.608,32.553,32.411,32.225,32.08,31.976,31.785,31.656,31.557,31.367,31.241,31.018,30.768,30.696,30.576,30.606,30.596,30.466,30.17,29.811,28.977,28.631,28.444,28.311,28.243,27.9,27.521,26.897,26.066,25.205,24.411,23.822,23.256,22.658,21.88,21.081,20.377,19.758,19.419,19.101,18.585,17.979,17.656,17.327,16.963,16.674,16.466,16.306,16.168,16.078,15.943,15.908,15.826,15.666,15.562,15.467,15.452,15.484,15.713,16.056,16.416,16.815,16.907,16.853,16.792,16.694,16.427,16.148,15.922,15.839,15.845,16.063,16.357,16.647,16.892,17.111,17.265,17.33,17.349,17.252,17.03,16.899,16.757,16.673,16.597,16.426,16.455,16.611,16.795,17.099,17.563,18.047,18.641,18.88,18.999,18.969,18.926,18.819,18.834,18.903,19.029,19.51,19.955,20.312,20.742,21.013,21.399,21.838,22.208,22.526,22.848,23.055,23.224,23.472,23.845,24.253,24.61,24.936,25.332,25.793,26.154,26.626,26.965,27.262,27.5,27.731,28.221,28.758,28.653,26.904,24.458,21.576,17.436,13.871,11.048,8.8995,7.3175,6.1471,5.4181,4.6898,3.8342,3.0978,2.6289,2.3207,2.0929,1.9252,1.8305,1.8216,1.8421,1.8629,1.9079,2.0071,2.1555,2.3147,2.4943,2.6569,2.8958,3.1858,3.4235,3.6632,3.8762,4.0938,4.2947,4.4489,4.5547,4.6805,4.9335,5.3934,6.2547,7.7757,10.267,13.184,16.955,21.62,24.679,26.141,27.476,28.983,31.298,32.798,33.173,33.699,34.039,34.404,34.881,35.283,35.489,35.921,36.286,36.562,36.963
11.23,11.035,10.968,10.921,10.894,10.831,10.83,10.962,11.061,11.002,10.901,10.957,11.037,11.018,11.022,11.11,11.26,11.483,11.706,11.741,11.736,11.694,11.666,11.623,11.802,11.923,11.919,11.756,11.487,11.225,10.901,10.669,10.532,10.347,10.212,10.013,9.7549,9.5284,9.4212,9.4098,9.4041,9.4027,9.456,9.614,9.7718,9.8485,9.9139,10.006,9.9996,10.095,10.389,10.907,11.452,11.875,12.26,12.531,12.738,13.077,13.42,13.811,14.271,14.804,15.226,15.501,15.913,16.18,16.47,16.853,17.283,17.706,18.437,19.381,20.726,22.021,22.885,23.258,23.341,23.288,23.324,23.36,23.426,23.534,23.598,23.638,23.801,23.921,24.203,24.968,25.374,25.723,26.157,26.413,26.874,27.722,28.801,30.156,31.377,32.092,32.631,33.084,33.222,33.479,33.369,33.138,32.804,32.428,32.324,32.164,31.976,31.834,31.761,31.611,31.477,31.33,31.128,30.968,30.711,30.452,30.361,30.241,30.263,30.247,30.128,29.787,29.363,28.561,28.25,28.068,27.959,27.915,27.597,27.224,26.605,25.796,24.869,24.053,23.462,22.917,22.309,21.496,20.665,19.921,19.304,18.98,18.7,18.255,17.719,17.434,17.139,16.788,16.501,16.312,16.165,16.039,15.955,15.838,15.817,15.739,15.604,15.51,15.418,15.409,15.447,15.694,16.053,16.428,16.828,16.93,16.888,16.836,16.748,16.49,16.215,15.992,15.912,15.914,16.14,16.445,16.747,17.013,17.236,17.376,17.416,17.423,17.328,17.106,16.974,16.827,16.743,16.668,16.491,16.523,16.673,16.848,17.15,17.606,18.087,18.693,18.945,19.076,19.044,18.983,18.875,18.896,18.973,19.105,19.594,20.046,20.421,20.884,21.172,21.575,22.025,22.39,22.699,23.002,23.2,23.38,23.649,24.063,24.509,24.876,25.231,25.638,26.105,26.492,26.984,27.332,27.633,27.855,28.075,28.577,29.12,28.986,27.188,24.687,21.747,17.536,13.935,11.092,8.9147,7.2977,6.0985,5.3381,4.5866,3.7268,2.9904,2.5276,2.223,2.0023,1.8378,1.74,1.7245,1.7386,1.7531,1.7928,1.8834,2.0226,2.1765,2.3545,2.5237,2.7708,3.0704,3.328,3.5914,3.8164,4.0431,4.2536,4.4185,4.5336,4.6653,4.9191,5.3778,6.2394,7.7466,10.196,13.066,16.817,21.518,24.665,26.143,27.486,29.002,31.316,32.814,33.19,33.713,34.079,34.468,34.971,35.398,35.573,35.975,36.332,36.613,36.998
10.522,10.373,10.348,10.313,10.275,10.213,10.219,10.358,10.443,10.396,10.317,10.405,10.512,10.522,10.552,10.674,10.863,11.117,11.362,11.451,11.517,11.548,11.567,11.537,11.738,11.903,11.936,11.823,11.614,11.386,11.085,10.859,10.734,10.551,10.416,10.212,9.9475,9.7201,9.6105,9.5942,9.5851,9.585,9.6354,9.7681,9.8939,9.9504,9.9949,10.082,10.091,10.229,10.527,11.04,11.576,12.007,12.423,12.73,12.959,13.302,13.641,14.025,14.495,15.038,15.471,15.747,16.158,16.429,16.722,17.132,17.58,18.014,18.755,19.683,20.993,22.185,23.012,23.364,23.449,23.393,23.406,23.388,23.421,23.537,23.62,23.683,23.848,23.962,24.237,24.99,25.373,25.695,26.11,26.363,26.818,27.675,28.768,30.129,31.329,32.03,32.554,33.005,33.151,33.413,33.302,33.064,32.727,32.325,32.183,31.987,31.752,31.574,31.529,31.399,31.282,31.143,30.941,30.743,30.465,30.188,30.035,29.839,29.792,29.656,29.446,29.018,28.573,27.826,27.546,27.373,27.265,27.223,26.923,26.594,26.036,25.324,24.449,23.647,23.024,22.41,21.759,20.984,20.223,19.533,18.938,18.636,18.372,17.991,17.539,17.292,17.015,16.677,16.403,16.231,16.093,15.972,15.893,15.787,15.766,15.687,15.559,15.47,15.393,15.409,15.46,15.705,16.053,16.423,16.829,16.945,16.92,16.881,16.812,16.572,16.299,16.08,16.004,16.008,16.242,16.555,16.866,17.14,17.37,17.506,17.524,17.511,17.403,17.175,17.043,16.894,16.81,16.72,16.537,16.568,16.711,16.879,17.173,17.619,18.096,18.707,18.976,19.143,19.137,19.089,18.988,19.027,19.124,19.263,19.765,20.223,20.608,21.114,21.41,21.827,22.287,22.641,22.961,23.276,23.476,23.66,23.948,24.389,24.847,25.208,25.536,25.885,26.297,26.648,27.124,27.47,27.77,28.007,28.25,28.766,29.315,29.136,27.302,24.742,21.796,17.561,13.926,11.073,8.8807,7.2271,5.9975,5.2226,4.46,3.6131,2.888,2.4313,2.1312,1.9148,1.7522,1.6537,1.6343,1.6382,1.6444,1.6792,1.7636,1.8962,2.0465,2.2272,2.4049,2.6613,2.9718,3.2457,3.5253,3.7596,3.9948,4.2114,4.3846,4.504,4.637,4.8904,5.3449,6.2032,7.6952,10.119,12.978,16.733,21.486,24.653,26.13,27.449,28.959,31.275,32.771,33.148,33.666,34.022,34.412,34.922,35.354,35.557,35.966,36.316,36.591,36.983
10.043,9.921,9.9181,9.8675,9.8166,9.7543,9.7662,9.9098,9.9818,9.9189,9.851,9.9567,10.084,10.109,10.165,10.321,10.534,10.827,11.094,11.211,11.311,11.365,11.404,11.386,11.598,11.782,11.85,11.819,11.678,11.489,11.211,10.998,10.884,10.704,10.557,10.344,10.069,9.8356,9.7249,9.7131,9.7051,9.7099,9.7678,9.9034,10.024,10.07,10.1,10.166,10.176,10.31,10.6,11.092,11.609,12.036,12.456,12.758,12.982,13.322,13.658,14.042,14.526,15.083,15.524,15.805,16.227,16.508,16.819,17.244,17.71,18.158,18.919,19.859,21.172,22.369,23.199,23.546,23.626,23.567,23.572,23.545,23.568,23.685,23.756,23.822,23.991,24.092,24.343,25.075,25.41,25.694,26.072,26.3,26.731,27.564,28.628,29.981,31.18,31.883,32.409,32.86,33.006,33.264,33.159,32.924,32.583,32.184,32.064,31.877,31.631,31.461,31.444,31.329,31.246,31.118,30.9,30.687,30.418,30.138,29.931,29.535,29.248,28.858,28.459,27.961,27.553,26.936,26.676,26.532,26.439,26.391,26.116,25.834,25.339,24.703,23.904,23.124,22.492,21.899,21.279,20.554,19.832,19.178,18.61,18.353,18.133,17.828,17.443,17.228,16.97,16.641,16.381,16.212,16.056,15.928,15.852,15.754,15.731,15.659,15.541,15.455,15.381,15.409,15.462,15.704,16.047,16.428,16.849,16.982,16.977,16.947,16.89,16.65,16.384,16.174,16.106,16.114,16.371,16.699,17.021,17.303,17.535,17.679,17.695,17.689,17.595,17.367,17.241,17.08,16.976,16.845,16.631,16.657,16.796,16.954,17.238,17.668,18.123,18.73,19.012,19.204,19.226,19.189,19.104,19.167,19.289,19.423,19.928,20.389,20.791,21.34,21.645,22.067,22.541,22.91,23.25,23.579,23.79,24.022,24.385,24.869,25.351,25.68,25.98,26.276,26.63,26.954,27.409,27.744,28.046,28.296,28.555,29.086,29.637,29.367,27.433,24.815,21.866,17.617,13.956,11.081,8.8436,7.1285,5.8385,5.049,4.3034,3.4835,2.7797,2.3358,2.0426,1.8307,1.6698,1.5715,1.5495,1.5439,1.5419,1.5709,1.6511,1.7797,1.93,2.1128,2.2986,2.5644,2.8865,3.1747,3.4636,3.7054,3.9537,4.1799,4.3597,4.4844,4.619,4.8731,5.3247,6.1733,7.6535,10.063,12.922,16.678,21.432,24.593,26.079,27.395,28.917,31.243,32.73,33.111,33.637,33.984,34.368,34.906,35.343,35.58,36.014,36.355,36.618,37.012
9.725,9.6001,9.5772,9.5315,9.4934,9.4154,9.4116,9.5412,9.5898,9.501,9.4121,9.5153,9.6478,9.6957,9.7716,9.9575,10.199,10.5,10.779,10.931,11.046,11.098,11.15,11.166,11.415,11.659,11.831,11.87,11.78,11.64,11.389,11.173,11.074,10.893,10.74,10.516,10.233,9.9937,9.8861,9.8764,9.8666,9.8686,9.9333,10.067,10.174,10.205,10.201,10.223,10.197,10.324,10.611,11.101,11.615,12.037,12.454,12.758,12.995,13.338,13.672,14.058,14.552,15.112,15.554,15.837,16.277,16.602,16.923,17.341,17.812,18.252,19.006,19.954,21.279,22.475,23.314,23.663,23.746,23.681,23.682,23.672,23.683,23.79,23.881,23.964,24.122,24.213,24.462,25.195,25.51,25.736,26.083,26.306,26.724,27.554,28.613,29.964,31.157,31.862,32.399,32.858,32.998,33.225,33.14,32.866,32.484,32.057,31.923,31.748,31.506,31.349,31.363,31.248,31.163,31.011,30.797,30.578,30.275,29.947,29.696,29.137,28.644,28.105,27.625,27.1,26.749,26.234,25.998,25.872,25.786,25.73,25.467,25.192,24.705,24.065,23.287,22.541,21.936,21.383,20.795,20.118,19.442,18.815,18.275,18.06,17.91,17.677,17.347,17.151,16.9,16.588,16.34,16.176,16.007,15.866,15.779,15.685,15.682,15.642,15.543,15.466,15.402,15.438,15.5,15.746,16.092,16.487,16.918,17.074,17.1,17.079,17.02,16.769,16.5,16.282,16.201,16.216,16.487,16.826,17.163,17.451,17.687,17.827,17.835,17.818,17.721,17.488,17.35,17.184,17.079,16.925,16.689,16.692,16.815,16.97,17.253,17.693,18.157,18.776,19.076,19.291,19.349,19.333,19.269,19.37,19.523,19.67,20.181,20.659,21.096,21.694,22.037,22.487,22.98,23.368,23.737,24.099,24.343,24.729,25.227,25.744,26.238,26.533,26.788,27.025,27.324,27.605,28.014,28.284,28.569,28.801,29.064,29.614,30.181,29.82,27.712,25.008,22,17.694,13.999,11.077,8.7862,6.9671,5.6303,4.8346,4.1171,3.3364,2.6609,2.2362,1.9532,1.744,1.583,1.4847,1.4596,1.4457,1.4389,1.4646,1.542,1.6676,1.8178,2.0023,2.1966,2.4724,2.8069,3.1098,3.4038,3.6583,3.9199,4.1582,4.345,4.4772,4.616,4.8697,5.3203,6.1651,7.6376,10.039,12.898,16.647,21.378,24.568,26.105,27.427,28.97,31.313,32.815,33.269,33.848,34.23,34.625,35.157,35.605,35.863,36.319,36.636,36.883,37.27
9.491,9.3815,9.3767,9.3421,9.3215,9.2467,9.2325,9.3529,9.3898,9.2824,9.1895,9.3047,9.4437,9.5165,9.6056,9.7968,10.035,10.341,10.614,10.799,10.983,11.036,11.084,11.096,11.357,11.623,11.833,11.918,11.872,11.771,11.571,11.382,11.296,11.116,10.949,10.718,10.428,10.185,10.08,10.071,10.07,10.055,10.115,10.24,10.325,10.345,10.326,10.341,10.308,10.434,10.725,11.222,11.738,12.158,12.563,12.842,13.069,13.403,13.733,14.115,14.605,15.162,15.6,15.878,16.307,16.629,16.958,17.391,17.877,18.306,19.056,20.013,21.351,22.55,23.402,23.747,23.841,23.787,23.799,23.811,23.844,23.965,24.063,24.159,24.321,24.408,24.659,25.401,25.706,25.928,26.249,26.394,26.742,27.561,28.634,29.982,31.185,31.905,32.457,32.928,33.047,33.218,33.131,32.826,32.424,31.981,31.834,31.644,31.408,31.261,31.285,31.164,31.054,30.874,30.664,30.41,29.963,29.562,29.196,28.507,27.828,27.177,26.659,26.122,25.83,25.439,25.198,25.087,25.005,24.962,24.774,24.518,24.06,23.466,22.744,22.031,21.454,20.93,20.364,19.733,19.12,18.514,17.981,17.796,17.708,17.554,17.275,17.101,16.864,16.584,16.38,16.224,16.05,15.897,15.789,15.704,15.719,15.692,15.61,15.551,15.498,15.548,15.629,15.888,16.248,16.662,17.11,17.283,17.326,17.309,17.24,16.982,16.698,16.446,16.335,16.343,16.619,16.961,17.305,17.593,17.815,17.944,17.95,17.921,17.818,17.588,17.453,17.278,17.163,16.992,16.746,16.742,16.864,17.02,17.303,17.752,18.23,18.852,19.149,19.375,19.458,19.457,19.413,19.538,19.708,19.866,20.383,20.879,21.328,21.942,22.294,22.772,23.288,23.706,24.105,24.509,24.791,25.214,25.79,26.341,26.842,27.116,27.352,27.573,27.797,28.034,28.368,28.577,28.828,29.032,29.297,29.852,30.4,29.974,27.838,25.091,22.05,17.715,14.005,11.068,8.7361,6.8833,5.5312,4.7425,4.0349,3.2666,2.5986,2.1791,1.8973,1.6843,1.5189,1.4168,1.3847,1.3595,1.3454,1.3689,1.4453,1.5707,1.7229,1.9111,2.1136,2.3982,2.7451,3.0624,3.3624,3.6227,3.8909,4.1346,4.3283,4.4669,4.6111,4.8669,5.3183,6.1666,7.6402,10.04,12.901,16.662,21.403,24.63,26.218,27.547,29.105,31.455,32.97,33.497,34.134,34.55,34.949,35.486,35.943,36.225,36.703,37.016,37.258,37.608
9.3591,9.266,9.275,9.2399,9.2084,9.1288,9.103,9.2056,9.2265,9.1061,9.0138,9.1465,9.3184,9.401,9.4847,9.6749,9.9101,10.215,10.502,10.703,10.907,10.973,11.021,11.033,11.295,11.547,11.758,11.884,11.899,11.837,11.679,11.518,11.447,11.274,11.114,10.885,10.592,10.351,10.248,10.232,10.229,10.215,10.26,10.385,10.466,10.475,10.448,10.455,10.411,10.536,10.822,11.314,11.821,12.235,12.648,12.939,13.171,13.51,13.84,14.22,14.707,15.263,15.7,15.977,16.414,16.773,17.154,17.601,18.084,18.516,19.271,20.236,21.592,22.788,23.632,23.957,24.029,23.964,23.972,24.023,24.078,24.206,24.312,24.399,24.528,24.568,24.739,25.349,25.531,25.643,25.835,25.969,26.301,27.091,28.106,29.344,30.471,31.153,31.669,32.123,32.287,32.44,32.359,32.08,31.69,31.275,31.13,30.935,30.73,30.614,30.706,30.749,30.791,30.67,30.542,30.254,29.695,29.243,28.823,28.083,27.309,26.667,26.165,25.617,25.316,24.97,24.719,24.584,24.494,24.446,24.258,24.009,23.576,23.033,22.356,21.665,21.102,20.597,20.037,19.446,18.874,18.296,17.782,17.627,17.603,17.504,17.278,17.121,16.896,16.634,16.429,16.248,16.04,15.84,15.684,15.58,15.581,15.549,15.49,15.45,15.399,15.457,15.559,15.832,16.198,16.623,17.079,17.259,17.301,17.265,17.176,16.924,16.648,16.403,16.297,16.317,16.604,16.97,17.351,17.643,17.866,17.995,18.003,17.977,17.875,17.645,17.513,17.336,17.227,17.058,16.809,16.806,16.926,17.083,17.37,17.826,18.313,18.949,19.257,19.497,19.6,19.622,19.603,19.755,19.941,20.105,20.622,21.123,21.588,22.217,22.581,23.079,23.607,24.033,24.434,24.854,25.158,25.603,26.227,26.835,27.372,27.621,27.817,28.006,28.175,28.331,28.58,28.701,28.89,29.046,29.251,29.717,30.19,29.716,27.567,24.826,21.84,17.573,13.921,11.013,8.675,6.8128,5.446,4.6526,3.9444,3.1793,2.517,2.1,1.8208,1.61,1.4452,1.3424,1.3082,1.2786,1.2619,1.2838,1.3585,1.484,1.6392,1.8313,2.043,2.3381,2.6964,3.0244,3.3237,3.5821,3.8506,4.1004,4.3013,4.4446,4.5914,4.8481,5.2988,6.1461,7.6162,9.9995,12.853,16.605,21.334,24.584,26.186,27.514,29.068,31.453,33.005,33.546,34.218,34.644,35.045,35.6,36.047,36.34,36.831,37.137,37.369,37.725
9.3292,9.2505,9.2702,9.2377,9.1992,9.1113,9.0711,9.1576,9.1703,9.0509,8.9556,9.0759,9.2448,9.3275,9.4109,9.5993,9.8367,10.148,10.444,10.65,10.863,10.945,11.006,11.022,11.285,11.522,11.734,11.888,11.947,11.916,11.795,11.649,11.596,11.431,11.279,11.053,10.763,10.53,10.436,10.42,10.414,10.401,10.439,10.556,10.631,10.629,10.594,10.604,10.557,10.684,10.961,11.447,11.949,12.361,12.773,13.068,13.304,13.646,13.976,14.347,14.822,15.366,15.788,16.055,16.489,16.843,17.217,17.658,18.144,18.581,19.341,20.292,21.644,22.812,23.632,23.932,23.978,23.906,23.93,24.008,24.083,24.205,24.317,24.385,24.433,24.276,24.328,24.801,24.828,24.822,24.953,25.09,25.409,26.153,27.099,28.18,29.122,29.721,30.185,30.596,30.774,30.912,30.849,30.626,30.296,29.934,29.799,29.629,29.536,29.687,29.927,30.137,30.427,30.413,30.15,29.672,28.982,28.48,28.036,27.348,26.604,26.003,25.539,25.014,24.72,24.41,24.143,23.983,23.903,23.856,23.662,23.434,23.018,22.524,21.898,21.264,20.739,20.286,19.816,19.302,18.788,18.234,17.741,17.595,17.595,17.525,17.322,17.172,16.942,16.685,16.482,16.279,16.024,15.772,15.579,15.461,15.452,15.418,15.379,15.355,15.311,15.37,15.452,15.713,16.075,16.506,16.974,17.17,17.227,17.205,17.132,16.889,16.627,16.399,16.298,16.324,16.617,17.002,17.403,17.693,17.909,18.03,18.032,18.003,17.901,17.66,17.519,17.338,17.235,17.076,16.84,16.842,16.962,17.116,17.409,17.871,18.363,19.005,19.323,19.56,19.66,19.684,19.681,19.849,20.042,20.205,20.72,21.233,21.736,22.393,22.809,23.35,23.889,24.307,24.69,25.128,25.517,26.072,26.857,27.648,28.29,28.524,28.701,28.91,29.077,29.205,29.446,29.539,29.686,29.834,30.026,30.44,30.853,30.265,27.816,24.938,21.956,17.658,14,11.074,8.6813,6.7781,5.387,4.5766,3.8514,3.0912,2.4395,2.0271,1.749,1.5423,1.3792,1.2756,1.2384,1.2059,1.1887,1.2108,1.2845,1.4085,1.5628,1.7554,1.9731,2.2778,2.6467,2.9849,3.2828,3.5387,3.8068,4.0609,4.2658,4.4095,4.5533,4.8064,5.2565,6.0991,7.5623,9.922,12.757,16.51,21.24,24.539,26.16,27.502,29.045,31.397,32.946,33.562,34.264,34.698,35.101,35.676,36.113,36.401,36.888,37.183,37.412,37.81
9.3907,9.2935,9.2996,9.2425,9.1885,9.0947,9.058,9.1421,9.1465,9.008,8.8963,9.0072,9.1633,9.2411,9.3364,9.5256,9.7694,10.069,10.344,10.539,10.749,10.868,10.958,10.98,11.242,11.477,11.701,11.891,11.995,12.003,11.894,11.754,11.705,11.548,11.399,11.17,10.875,10.638,10.54,10.522,10.517,10.503,10.536,10.655,10.731,10.724,10.686,10.705,10.668,10.803,11.084,11.571,12.06,12.462,12.877,13.179,13.421,13.768,14.101,14.474,14.953,15.481,15.887,16.154,16.593,16.953,17.329,17.77,18.258,18.697,19.46,20.393,21.713,22.861,23.663,23.962,24.007,23.938,23.97,24.064,24.134,24.243,24.336,24.385,24.357,24.016,23.868,24.196,24.081,23.955,24.015,24.122,24.376,25.041,25.9,26.807,27.524,27.954,28.331,28.673,28.826,28.926,28.918,28.772,28.52,28.21,28.093,27.945,27.9,28.246,28.75,29.156,29.714,29.971,29.821,29.277,28.556,28.033,27.57,26.885,26.177,25.593,25.113,24.585,24.286,24,23.717,23.545,23.471,23.421,23.218,22.989,22.579,22.104,21.483,20.887,20.392,19.968,19.535,19.068,18.6,18.083,17.609,17.478,17.49,17.454,17.277,17.133,16.9,16.609,16.378,16.18,15.927,15.678,15.489,15.378,15.38,15.366,15.356,15.34,15.298,15.354,15.428,15.689,16.053,16.483,16.956,17.142,17.191,17.176,17.109,16.869,16.62,16.423,16.343,16.378,16.676,17.053,17.446,17.735,17.944,18.061,18.06,18.037,17.936,17.688,17.539,17.355,17.243,17.085,16.845,16.85,16.97,17.121,17.424,17.919,18.433,19.091,19.414,19.638,19.737,19.779,19.792,19.972,20.17,20.359,20.894,21.427,21.942,22.618,23.082,23.682,24.244,24.679,25.084,25.556,26.01,26.621,27.44,28.186,28.827,29.15,29.405,29.663,29.845,29.96,30.213,30.314,30.462,30.601,30.798,31.217,31.645,30.983,28.305,25.298,22.269,17.882,14.175,11.181,8.6867,6.7465,5.3406,4.5344,3.8125,3.0477,2.3947,1.977,1.6967,1.4921,1.3307,1.2235,1.178,1.1376,1.1168,1.1376,1.2092,1.3314,1.4842,1.6757,1.8974,2.2088,2.5866,2.9345,3.2335,3.4926,3.7652,4.0253,4.2292,4.3705,4.5093,4.7579,5.204,6.038,7.4876,9.823,12.634,16.359,21.062,24.372,25.996,27.363,28.917,31.277,32.844,33.473,34.177,34.667,35.114,35.693,36.126,36.414,36.905,37.18,37.396,37.881
